asset_price,exercise_time,delta
124.0000,0.2720,0.7945
124.0000,0.2800,0.7925
124.0000,0.2880,0.7906
124.0000,0.2960,0.7887
124.0000,0.3040,0.7870
124.0000,0.3120,0.7853
124.0000,0.3200,0.7837
124.0000,0.3280,0.7822
124.0000,0.3360,0.7808
124.0000,0.3440,0.7794
124.0000,0.3520,0.7780
124.0000,0.3600,0.7767
124.0000,0.3680,0.7755
124.0000,0.3760,0.7743
124.0000,0.3840,0.7732
124.0000,0.3920,0.7721
124.0000,0.4000,0.7710
124.0000,0.4080,0.7700
124.0000,0.4160,0.7690
124.0000,0.4240,0.7681
124.0000,0.4320,0.7672
124.0000,0.4400,0.7663
124.0000,0.4480,0.7655
124.0000,0.4560,0.7647
124.0000,0.4640,0.7639
124.0000,0.4720,0.7632
124.0000,0.4800,0.7625
124.0000,0.4880,0.7618
124.0000,0.4960,0.7611
124.0000,0.5040,0.7605
124.0000,0.5120,0.7598
124.0000,0.5200,0.7592
124.0000,0.5280,0.7587
124.0000,0.5360,0.7581
124.0000,0.5440,0.7576
124.0000,0.5520,0.7571
124.0000,0.5600,0.7566
124.0000,0.5680,0.7561
124.0000,0.5760,0.7556
124.0000,0.5840,0.7552
124.0000,0.6000,0.7543
126.0000,0.2000,0.8437
126.0000,0.2080,0.8403
126.0000,0.2160,0.8371
126.0000,0.2240,0.8340
126.0000,0.2320,0.8311
126.0000,0.2400,0.8284
126.0000,0.2480,0.8257
126.0000,0.2560,0.8232
126.0000,0.2640,0.8208
126.0000,0.2720,0.8185
126.0000,0.2800,0.8163
126.0000,0.2880,0.8142
126.0000,0.2960,0.8122
126.0000,0.3040,0.8103
126.0000,0.3120,0.8084
126.0000,0.3200,0.8067
126.0000,0.3280,0.8050
126.0000,0.3360,0.8033
126.0000,0.3440,0.8018
126.0000,0.3520,0.8003
126.0000,0.3600,0.7988
126.0000,0.3680,0.7974
126.0000,0.3760,0.7961
126.0000,0.3840,0.7948
126.0000,0.3920,0.7935
126.0000,0.4000,0.7923
126.0000,0.4080,0.7912
126.0000,0.4160,0.7900
126.0000,0.4240,0.7890
126.0000,0.4320,0.7879
126.0000,0.4400,0.7869
126.0000,0.4480,0.7859
126.0000,0.4560,0.7850
126.0000,0.4640,0.7841
126.0000,0.4720,0.7832
126.0000,0.4800,0.7824
126.0000,0.4880,0.7816
126.0000,0.4960,0.7808
126.0000,0.5040,0.7800
126.0000,0.5120,0.7793
126.0000,0.5200,0.7785
126.0000,0.5280,0.7778
126.0000,0.5360,0.7772
126.0000,0.5440,0.7765
126.0000,0.5520,0.7759
126.0000,0.5600,0.7753
126.0000,0.5680,0.7747
126.0000,0.5760,0.7741
126.0000,0.5840,0.7736
126.0000,0.6000,0.7725
128.0000,0.2000,0.8666
128.0000,0.2080,0.8631
128.0000,0.2160,0.8598
128.0000,0.2240,0.8566
128.0000,0.2320,0.8536
128.0000,0.2400,0.8507
128.0000,0.2480,0.8480
128.0000,0.2560,0.8453
128.0000,0.2640,0.8428
128.0000,0.2720,0.8404
128.0000,0.2800,0.8381
128.0000,0.2880,0.8358
128.0000,0.2960,0.8337
128.0000,0.3040,0.8316
128.0000,0.3120,0.8296
128.0000,0.3200,0.8277
128.0000,0.3280,0.8259
128.0000,0.3360,0.8241
128.0000,0.3440,0.8224
128.0000,0.3520,0.8208
128.0000,0.3600,0.8192
128.0000,0.3680,0.8177
128.0000,0.3760,0.8162
128.0000,0.3840,0.8148
128.0000,0.3920,0.8134
128.0000,0.4000,0.8121
128.0000,0.4080,0.8108
128.0000,0.4160,0.8096
128.0000,0.4240,0.8084
128.0000,0.4320,0.8072
128.0000,0.4400,0.8061
128.0000,0.4480,0.8050
128.0000,0.4560,0.8040
128.0000,0.4640,0.8029
128.0000,0.4720,0.8020
128.0000,0.4800,0.8010
128.0000,0.4880,0.8001
128.0000,0.4960,0.7992
128.0000,0.5040,0.7983
128.0000,0.5120,0.7975
128.0000,0.5200,0.7966
128.0000,0.5280,0.7958
128.0000,0.5360,0.7951
128.0000,0.5440,0.7943
128.0000,0.5520,0.7936
128.0000,0.5600,0.7929
128.0000,0.5680,0.7922
128.0000,0.5760,0.7915
128.0000,0.5840,0.7909
128.0000,0.6000,0.7897
130.0000,0.2000,0.8867
130.0000,0.2080,0.8833
130.0000,0.2160,0.8799
130.0000,0.2240,0.8768
130.0000,0.2320,0.8737
130.0000,0.2400,0.8708
130.0000,0.2480,0.8679
130.0000,0.2560,0.8652
130.0000,0.2640,0.8626
130.0000,0.2720,0.8601
130.0000,0.2800,0.8577
130.0000,0.2880,0.8554
130.0000,0.2960,0.8532
130.0000,0.3040,0.8510
130.0000,0.3120,0.8490
130.0000,0.3200,0.8470
130.0000,0.3280,0.8451
130.0000,0.3360,0.8432
130.0000,0.3440,0.8414
130.0000,0.3520,0.8397
130.0000,0.3600,0.8380
130.0000,0.3680,0.8364
130.0000,0.3760,0.8348
130.0000,0.3840,0.8333
130.0000,0.3920,0.8318
130.0000,0.4000,0.8304
130.0000,0.4080,0.8290
130.0000,0.4160,0.8277
130.0000,0.4240,0.8264
130.0000,0.4320,0.8251
130.0000,0.4400,0.8239
130.0000,0.4480,0.8227
130.0000,0.4560,0.8216
130.0000,0.4640,0.8205
130.0000,0.4720,0.8194
130.0000,0.4800,0.8184
130.0000,0.4880,0.8173
130.0000,0.4960,0.8164
130.0000,0.5040,0.8154
130.0000,0.5120,0.8145
130.0000,0.5200,0.8136
130.0000,0.5280,0.8127
130.0000,0.5360,0.8118
130.0000,0.5440,0.8110
130.0000,0.5520,0.8102
130.0000,0.5600,0.8094
130.0000,0.5680,0.8086
130.0000,0.5760,0.8079
130.0000,0.5840,0.8072
130.0000,0.6000,0.8058
132.0000,0.2000,0.9044
132.0000,0.2080,0.9010
132.0000,0.2160,0.8977
132.0000,0.2240,0.8945
132.0000,0.2320,0.8915
132.0000,0.2400,0.8886
132.0000,0.2480,0.8858
132.0000,0.2560,0.8831
132.0000,0.2640,0.8804
132.0000,0.2720,0.8779
132.0000,0.2800,0.8755
132.0000,0.2880,0.8731
132.0000,0.2960,0.8708
132.0000,0.3040,0.8687
132.0000,0.3120,0.8665
132.0000,0.3200,0.8645
132.0000,0.3280,0.8625
132.0000,0.3360,0.8606
132.0000,0.3440,0.8587
132.0000,0.3520,0.8569
132.0000,0.3600,0.8552
132.0000,0.3680,0.8535
132.0000,0.3760,0.8519
132.0000,0.3840,0.8503
132.0000,0.3920,0.8487
132.0000,0.4000,0.8472
132.0000,0.4080,0.8458
132.0000,0.4160,0.8444
132.0000,0.4240,0.8430
132.0000,0.4320,0.8417
132.0000,0.4400,0.8404
132.0000,0.4480,0.8392
132.0000,0.4560,0.8379
132.0000,0.4640,0.8368
132.0000,0.4720,0.8356
132.0000,0.4800,0.8345
132.0000,0.4880,0.8334
132.0000,0.4960,0.8324
132.0000,0.5040,0.8313
132.0000,0.5120,0.8303
132.0000,0.5200,0.8293
132.0000,0.5280,0.8284
132.0000,0.5360,0.8275
132.0000,0.5440,0.8266
132.0000,0.5520,0.8257
132.0000,0.5600,0.8248
132.0000,0.5680,0.8240
132.0000,0.5760,0.8232
132.0000,0.5840,0.8224
132.0000,0.6000,0.8209
134.0000,0.2000,0.9197
134.0000,0.2080,0.9164
134.0000,0.2160,0.9132
134.0000,0.2240,0.9102
134.0000,0.2320,0.9072
134.0000,0.2400,0.9043
134.0000,0.2480,0.9016
134.0000,0.2560,0.8989
134.0000,0.2640,0.8963
134.0000,0.2720,0.8938
134.0000,0.2800,0.8914
134.0000,0.2880,0.8890
134.0000,0.2960,0.8867
134.0000,0.3040,0.8845
134.0000,0.3120,0.8824
134.0000,0.3200,0.8803
134.0000,0.3280,0.8783
134.0000,0.3360,0.8764
134.0000,0.3440,0.8745
134.0000,0.3520,0.8727
134.0000,0.3600,0.8709
134.0000,0.3680,0.8691
134.0000,0.3760,0.8675
134.0000,0.3840,0.8658
134.0000,0.3920,0.8643
134.0000,0.4000,0.8627
134.0000,0.4080,0.8612
134.0000,0.4160,0.8598
134.0000,0.4240,0.8584
134.0000,0.4320,0.8570
134.0000,0.4400,0.8556
134.0000,0.4480,0.8543
134.0000,0.4560,0.8531
134.0000,0.4640,0.8518
134.0000,0.4720,0.8506
134.0000,0.4800,0.8495
134.0000,0.4880,0.8483
134.0000,0.4960,0.8472
134.0000,0.5040,0.8461
134.0000,0.5120,0.8451
134.0000,0.5200,0.8440
134.0000,0.5280,0.8430
134.0000,0.5360,0.8420
134.0000,0.5440,0.8411
134.0000,0.5520,0.8402
134.0000,0.5600,0.8393
134.0000,0.5680,0.8384
134.0000,0.5760,0.8375
134.0000,0.5840,0.8366
134.0000,0.6000,0.8350
136.0000,0.2000,0.9329
136.0000,0.2080,0.9298
136.0000,0.2160,0.9268
136.0000,0.2240,0.9238
136.0000,0.2320,0.9210
136.0000,0.2400,0.9182
136.0000,0.2480,0.9155
136.0000,0.2560,0.9129
136.0000,0.2640,0.9104
136.0000,0.2720,0.9079
136.0000,0.2800,0.9055
136.0000,0.2880,0.9032
136.0000,0.2960,0.9010
136.0000,0.3040,0.8988
136.0000,0.3120,0.8967
136.0000,0.3200,0.8946
136.0000,0.3280,0.8926
136.0000,0.3360,0.8907
136.0000,0.3440,0.8888
136.0000,0.3520,0.8869
136.0000,0.3600,0.8851
136.0000,0.3680,0.8834
136.0000,0.3760,0.8817
136.0000,0.3840,0.8801
136.0000,0.3920,0.8784
136.0000,0.4000,0.8769
136.0000,0.4080,0.8754
136.0000,0.4160,0.8739
136.0000,0.4240,0.8724
136.0000,0.4320,0.8710
136.0000,0.4400,0.8697
136.0000,0.4480,0.8683
136.0000,0.4560,0.8670
136.0000,0.4640,0.8657
136.0000,0.4720,0.8645
136.0000,0.4800,0.8633
136.0000,0.4880,0.8621
136.0000,0.4960,0.8610
136.0000,0.5040,0.8598
136.0000,0.5120,0.8587
136.0000,0.5200,0.8577
136.0000,0.5280,0.8566
136.0000,0.5360,0.8556
136.0000,0.5440,0.8546
136.0000,0.5520,0.8536
136.0000,0.5600,0.8527
136.0000,0.5680,0.8517
136.0000,0.5760,0.8508
136.0000,0.5840,0.8499
136.0000,0.6000,0.8482
138.0000,0.2000,0.9442
138.0000,0.2080,0.9413
138.0000,0.2160,0.9384
138.0000,0.2240,0.9357
138.0000,0.2320,0.9330
138.0000,0.2400,0.9303
138.0000,0.2480,0.9278
138.0000,0.2560,0.9253
138.0000,0.2640,0.9228
138.0000,0.2720,0.9205
138.0000,0.2800,0.9181
138.0000,0.2880,0.9159
138.0000,0.2960,0.9137
138.0000,0.3040,0.9116
138.0000,0.3120,0.9095
138.0000,0.3200,0.9074
138.0000,0.3280,0.9055
138.0000,0.3360,0.9035
138.0000,0.3440,0.9017
138.0000,0.3520,0.8998
138.0000,0.3600,0.8981
138.0000,0.3680,0.8963
138.0000,0.3760,0.8946
138.0000,0.3840,0.8930
138.0000,0.3920,0.8914
138.0000,0.4000,0.8898
138.0000,0.4080,0.8883
138.0000,0.4160,0.8868
138.0000,0.4240,0.8853
138.0000,0.4320,0.8839
138.0000,0.4400,0.8825
138.0000,0.4480,0.8812
138.0000,0.4560,0.8798
138.0000,0.4640,0.8785
138.0000,0.4720,0.8773
138.0000,0.4800,0.8760
138.0000,0.4880,0.8748
138.0000,0.4960,0.8737
138.0000,0.5040,0.8725
138.0000,0.5120,0.8714
138.0000,0.5200,0.8703
138.0000,0.5280,0.8692
138.0000,0.5360,0.8682
138.0000,0.5440,0.8671
138.0000,0.5520,0.8661
138.0000,0.5600,0.8651
138.0000,0.5680,0.8642
138.0000,0.5760,0.8632
138.0000,0.5840,0.8623
138.0000,0.6000,0.8605
140.0000,0.2000,0.9538
140.0000,0.2080,0.9511
140.0000,0.2160,0.9485
140.0000,0.2240,0.9459
140.0000,0.2320,0.9434
140.0000,0.2400,0.9409
140.0000,0.2480,0.9385
140.0000,0.2560,0.9361
140.0000,0.2640,0.9338
140.0000,0.2720,0.9315
140.0000,0.2800,0.9293
140.0000,0.2880,0.9271
140.0000,0.2960,0.9250
140.0000,0.3040,0.9229
140.0000,0.3120,0.9209
140.0000,0.3200,0.9189
140.0000,0.3280,0.9170
140.0000,0.3360,0.9151
140.0000,0.3440,0.9133
140.0000,0.3520,0.9115
140.0000,0.3600,0.9097
140.0000,0.3680,0.9080
140.0000,0.3760,0.9063
140.0000,0.3840,0.9047
140.0000,0.3920,0.9031
140.0000,0.4000,0.9016
140.0000,0.4080,0.9000
140.0000,0.4160,0.8985
140.0000,0.4240,0.8971
140.0000,0.4320,0.8957
140.0000,0.4400,0.8943
140.0000,0.4480,0.8929
140.0000,0.4560,0.8916
140.0000,0.4640,0.8903
140.0000,0.4720,0.8890
140.0000,0.4800,0.8878
140.0000,0.4880,0.8866
140.0000,0.4960,0.8854
140.0000,0.5040,0.8842
140.0000,0.5120,0.8831
140.0000,0.5200,0.8819
140.0000,0.5280,0.8808
140.0000,0.5360,0.8798
140.0000,0.5440,0.8787
140.0000,0.5520,0.8777
140.0000,0.5600,0.8767
140.0000,0.5680,0.8757
140.0000,0.5760,0.8747
140.0000,0.5840,0.8738
140.0000,0.6000,0.8720
142.0000,0.2000,0.9619
142.0000,0.2080,0.9595
142.0000,0.2160,0.9571
142.0000,0.2240,0.9547
142.0000,0.2320,0.9523
142.0000,0.2400,0.9500
142.0000,0.2480,0.9477
142.0000,0.2560,0.9455
142.0000,0.2640,0.9433
142.0000,0.2720,0.9412
142.0000,0.2800,0.9391
142.0000,0.2880,0.9370
142.0000,0.2960,0.9350
142.0000,0.3040,0.9330
142.0000,0.3120,0.9311
142.0000,0.3200,0.9292
142.0000,0.3280,0.9273
142.0000,0.3360,0.9255
142.0000,0.3440,0.9237
142.0000,0.3520,0.9219
142.0000,0.3600,0.9202
142.0000,0.3680,0.9186
142.0000,0.3760,0.9169
142.0000,0.3840,0.9153
142.0000,0.3920,0.9138
142.0000,0.4000,0.9122
142.0000,0.4080,0.9107
142.0000,0.4160,0.9092
142.0000,0.4240,0.9078
142.0000,0.4320,0.9064
142.0000,0.4400,0.9050
142.0000,0.4480,0.9037
142.0000,0.4560,0.9023
142.0000,0.4640,0.9010
142.0000,0.4720,0.8998
142.0000,0.4800,0.8985
142.0000,0.4880,0.8973
142.0000,0.4960,0.8961
142.0000,0.5040,0.8950
142.0000,0.5120,0.8938
142.0000,0.5200,0.8927
142.0000,0.5280,0.8916
142.0000,0.5360,0.8905
142.0000,0.5440,0.8894
142.0000,0.5520,0.8884
142.0000,0.5600,0.8874
142.0000,0.5680,0.8864
142.0000,0.5760,0.8854
142.0000,0.5840,0.8845
142.0000,0.6000,0.8826
144.0000,0.2000,0.9688
144.0000,0.2080,0.9665
144.0000,0.2160,0.9643
144.0000,0.2240,0.9622
144.0000,0.2320,0.9600
144.0000,0.2400,0.9579
144.0000,0.2480,0.9558
144.0000,0.2560,0.9537
144.0000,0.2640,0.9516
144.0000,0.2720,0.9496
144.0000,0.2800,0.9476
144.0000,0.2880,0.9457
144.0000,0.2960,0.9438
144.0000,0.3040,0.9419
144.0000,0.3120,0.9401
144.0000,0.3200,0.9382
144.0000,0.3280,0.9365
144.0000,0.3360,0.9347
144.0000,0.3440,0.9330
144.0000,0.3520,0.9313
144.0000,0.3600,0.9297
144.0000,0.3680,0.9280
144.0000,0.3760,0.9265
144.0000,0.3840,0.9249
144.0000,0.3920,0.9234
144.0000,0.4000,0.9219
144.0000,0.4080,0.9204
144.0000,0.4160,0.9190
144.0000,0.4240,0.9175
144.0000,0.4320,0.9162
144.0000,0.4400,0.9148
144.0000,0.4480,0.9135
144.0000,0.4560,0.9122
144.0000,0.4640,0.9109
144.0000,0.4720,0.9096
144.0000,0.4800,0.9084
144.0000,0.4880,0.9072
144.0000,0.4960,0.9060
144.0000,0.5040,0.9048
144.0000,0.5120,0.9037
144.0000,0.5200,0.9026
144.0000,0.5280,0.9015
144.0000,0.5360,0.9004
144.0000,0.5440,0.8993
144.0000,0.5520,0.8983
144.0000,0.5600,0.8973
144.0000,0.5680,0.8963
144.0000,0.5760,0.8953
144.0000,0.5840,0.8943
144.0000,0.6000,0.8924
146.0000,0.2000,0.9745
146.0000,0.2080,0.9725
146.0000,0.2160,0.9705
146.0000,0.2240,0.9685
146.0000,0.2320,0.9666
146.0000,0.2400,0.9646
146.0000,0.2480,0.9627
146.0000,0.2560,0.9608
146.0000,0.2640,0.9589
146.0000,0.2720,0.9570
146.0000,0.2800,0.9551
146.0000,0.2880,0.9533
146.0000,0.2960,0.9515
146.0000,0.3040,0.9497
146.0000,0.3120,0.9480
146.0000,0.3200,0.9463
146.0000,0.3280,0.9446
146.0000,0.3360,0.9429
146.0000,0.3440,0.9413
146.0000,0.3520,0.9397
146.0000,0.3600,0.9381
146.0000,0.3680,0.9365
146.0000,0.3760,0.9350
146.0000,0.3840,0.9335
146.0000,0.3920,0.9320
146.0000,0.4000,0.9306
146.0000,0.4080,0.9291
146.0000,0.4160,0.9277
146.0000,0.4240,0.9264
146.0000,0.4320,0.9250
146.0000,0.4400,0.9237
146.0000,0.4480,0.9224
146.0000,0.4560,0.9211
146.0000,0.4640,0.9199
146.0000,0.4720,0.9186
146.0000,0.4800,0.9174
146.0000,0.4880,0.9162
146.0000,0.4960,0.9150
146.0000,0.5040,0.9139
146.0000,0.5120,0.9128
146.0000,0.5200,0.9117
146.0000,0.5280,0.9106
146.0000,0.5360,0.9095
146.0000,0.5440,0.9084
146.0000,0.5520,0.9074
146.0000,0.5600,0.9064
146.0000,0.5680,0.9054
146.0000,0.5760,0.9044
146.0000,0.5840,0.9034
146.0000,0.6000,0.9016
148.0000,0.2000,0.9792
148.0000,0.2080,0.9775
148.0000,0.2160,0.9757
148.0000,0.2240,0.9739
148.0000,0.2320,0.9721
148.0000,0.2400,0.9704
148.0000,0.2480,0.9686
148.0000,0.2560,0.9669
148.0000,0.2640,0.9651
148.0000,0.2720,0.9634
148.0000,0.2800,0.9617
148.0000,0.2880,0.9600
148.0000,0.2960,0.9583
148.0000,0.3040,0.9566
148.0000,0.3120,0.9550
148.0000,0.3200,0.9534
148.0000,0.3280,0.9518
148.0000,0.3360,0.9502
148.0000,0.3440,0.9487
148.0000,0.3520,0.9471
148.0000,0.3600,0.9456
148.0000,0.3680,0.9441
148.0000,0.3760,0.9427
148.0000,0.3840,0.9412
148.0000,0.3920,0.9398
148.0000,0.4000,0.9384
148.0000,0.4080,0.9370
148.0000,0.4160,0.9357
148.0000,0.4240,0.9343
148.0000,0.4320,0.9330
148.0000,0.4400,0.9318
148.0000,0.4480,0.9305
148.0000,0.4560,0.9292
148.0000,0.4640,0.9280
148.0000,0.4720,0.9268
148.0000,0.4800,0.9256
148.0000,0.4880,0.9245
148.0000,0.4960,0.9233
148.0000,0.5040,0.9222
148.0000,0.5120,0.9211
148.0000,0.5200,0.9200
148.0000,0.5280,0.9189
148.0000,0.5360,0.9178
148.0000,0.5440,0.9168
148.0000,0.5520,0.9158
148.0000,0.5600,0.9148
148.0000,0.5680,0.9138
148.0000,0.5760,0.9128
148.0000,0.5840,0.9119
148.0000,0.6000,0.9100
150.0000,0.2000,0.9832
150.0000,0.2080,0.9816
150.0000,0.2160,0.9800
150.0000,0.2240,0.9785
150.0000,0.2320,0.9769
150.0000,0.2400,0.9753
150.0000,0.2480,0.9737
150.0000,0.2560,0.9721
150.0000,0.2640,0.9705
150.0000,0.2720,0.9689
150.0000,0.2800,0.9673
150.0000,0.2880,0.9658
150.0000,0.2960,0.9642
150.0000,0.3040,0.9627
150.0000,0.3120,0.9611
150.0000,0.3200,0.9596
150.0000,0.3280,0.9581
150.0000,0.3360,0.9566
150.0000,0.3440,0.9552
150.0000,0.3520,0.9537
150.0000,0.3600,0.9523
150.0000,0.3680,0.9509
150.0000,0.3760,0.9495
150.0000,0.3840,0.9481
150.0000,0.3920,0.9468
150.0000,0.4000,0.9454
150.0000,0.4080,0.9441
150.0000,0.4160,0.9428
150.0000,0.4240,0.9415
150.0000,0.4320,0.9403
150.0000,0.4400,0.9390
150.0000,0.4480,0.9378
150.0000,0.4560,0.9366
150.0000,0.4640,0.9354
150.0000,0.4720,0.9343
150.0000,0.4800,0.9331
150.0000,0.4880,0.9320
150.0000,0.4960,0.9308
150.0000,0.5040,0.9297
150.0000,0.5120,0.9287
150.0000,0.5200,0.9276
150.0000,0.5280,0.9265
150.0000,0.5360,0.9255
150.0000,0.5440,0.9245
150.0000,0.5520,0.9235
150.0000,0.5600,0.9225
150.0000,0.5680,0.9215
150.0000,0.5760,0.9206
150.0000,0.5840,0.9196
150.0000,0.6000,0.9178
